""	"Fgutabs"	"k_a"	"k_e"	"V_dist"
1	0.7338	0.9531	0.2677	42.9837
1	0.7298	0.9331	0.2761	52.5837
1	0.7258	0.9131	0.2845	57.8163
1	0.7218	0.8931	0.2929	48.2163
1	0.7178	0.8731	0.2987	38.6163
1	0.7138	0.8531	0.2903	29.0163
1	0.7098	0.8331	0.2819	20.5837
1	0.7058	0.8131	0.2735	30.1837
1	0.7018	0.7931	0.2651	39.7837
1	0.6978	0.7731	0.2567	49.3837
1	0.6938	0.7531	0.2483	58.9837
1	0.6898	0.7331	0.2399	51.4163
1	0.6858	0.7131	0.2315	41.8163
1	0.6818	0.6931	0.2231	32.2163
1	0.6778	0.6731	0.2147	22.6163
1	0.6738	0.6531	0.2063	26.9837
1	0.6698	0.6331	0.1979	36.5837
1	0.6658	0.6131	0.1895	46.1837
1	0.6618	0.5931	0.1811	55.7837
1	0.6578	0.5731	0.1727	54.6163
1	0.6538	0.5531	0.1643	45.0163
1	0.6498	0.5331	0.1559	35.4163
1	0.6458	0.5131	0.1475	25.8163
1	0.6418	0.5069	0.1391	23.7837
1	0.6378	0.5269	0.1307	33.3837
1	0.6338	0.5469	0.1223	42.9837
1	0.6298	0.5669	0.1139	52.5837
1	0.6258	0.5869	0.1055	57.8163
1	0.6218	0.6069	0.0971	48.2163
1	0.6178	0.6269	0.0887	38.6163
1	0.6138	0.6469	0.0803	29.0163
1	0.6098	0.6669	0.0719	20.5837
1	0.6058	0.6869	0.0635	30.1837
1	0.6018	0.7069	0.0551	39.7837
1	0.6022	0.7269	0.0467	49.3837
1	0.6062	0.7469	0.0383	58.9837
1	0.6102	0.7669	0.0299	51.4163
1	0.6142	0.7869	0.0215	41.8163
1	0.6182	0.8069	0.0269	32.2163
1	0.6222	0.8269	0.0353	22.6163
1	0.6262	0.8469	0.0437	26.9837
1	0.6302	0.8669	0.0521	36.5837
1	0.6342	0.8869	0.0605	46.1837
1	0.6382	0.9069	0.0689	55.7837
1	0.6422	0.9269	0.0773	54.6163
1	0.6462	0.9469	0.0857	45.0163
1	0.6502	0.9669	0.0941	35.4163
1	0.6542	0.9869	0.1025	25.8163
1	0.6582	1.0069	0.1109	23.7837
1	0.6622	1.0269	0.1193	33.3837
1	0.6662	1.0469	0.1277	42.9837
1	0.6702	1.0669	0.1361	52.5837
1	0.6742	1.0869	0.1445	57.8163
1	0.6782	1.1069	0.1529	48.2163
1	0.6822	1.1269	0.1613	38.6163
1	0.6862	1.1469	0.1697	29.0163
1	0.6902	1.1669	0.1781	20.5837
1	0.6942	1.1869	0.1865	30.1837
1	0.6982	1.2069	0.1949	39.7837
1	0.7022	1.2269	0.2033	49.3837
1	0.7062	1.2469	0.2117	58.9837
1	0.7102	1.2669	0.2201	51.4163
1	0.7142	1.2869	0.2285	41.8163
1	0.7182	1.3069	0.2369	32.2163
1	0.7222	1.3269	0.2453	22.6163
1	0.7262	1.3469	0.2537	26.9837
1	0.7302	1.3669	0.2621	36.5837
1	0.7342	1.3869	0.2705	46.1837
1	0.7382	1.4069	0.2789	55.7837
1	0.7422	1.4269	0.2873	54.6163
1	0.7462	1.4469	0.2957	45.0163
1	0.7502	1.4669	0.2959	35.4163
1	0.7542	1.4869	0.2875	25.8163
1	0.7582	1.4931	0.2791	23.7837
1	0.7622	1.4731	0.2707	33.3837
1	0.7662	1.4531	0.2623	42.9837
1	0.7702	1.4331	0.2539	52.5837
1	0.7742	1.4131	0.2455	57.8163
1	0.7782	1.3931	0.2371	48.2163
1	0.7822	1.3731	0.2287	38.6163
1	0.7862	1.3531	0.2203	29.0163
1	0.7902	1.3331	0.2119	20.5837
1	0.7942	1.3131	0.2035	30.1837
1	0.7982	1.2931	0.1951	39.7837
1	0.8022	1.2731	0.1867	49.3837
1	0.8062	1.2531	0.1783	58.9837
1	0.8102	1.2331	0.1699	51.4163
1	0.8142	1.2131	0.1615	41.8163
1	0.8182	1.1931	0.1531	32.2163
1	0.8222	1.1731	0.1447	22.6163
1	0.8262	1.1531	0.1363	26.9837
1	0.8302	1.1331	0.1279	36.5837
1	0.8342	1.1131	0.1195	46.1837
1	0.8382	1.0931	0.1111	55.7837
1	0.8422	1.0731	0.1027	54.6163
1	0.8462	1.0531	0.0943	45.0163
1	0.8502	1.0331	0.0859	35.4163
1	0.8542	1.0131	0.0775	25.8163
1	0.8582	0.9931	0.0691	23.7837
1	0.8622	0.9731	0.0607	33.3837
1	0.8662	0.9531	0.0523	42.9837
1	0.8702	0.9331	0.0439	52.5837
1	0.8742	0.9131	0.0355	57.8163
1	0.8782	0.8931	0.0271	48.2163
1	0.8822	0.8731	0.0213	38.6163
1	0.8862	0.8531	0.0297	29.0163
1	0.8902	0.8331	0.0381	20.5837
1	0.8942	0.8131	0.0465	30.1837
1	0.8982	0.7931	0.0549	39.7837
1	0.9022	0.7731	0.0633	49.3837
1	0.9062	0.7531	0.0717	58.9837
1	0.9102	0.7331	0.0801	51.4163
1	0.9142	0.7131	0.0885	41.8163
1	0.9182	0.6931	0.0969	32.2163
1	0.9222	0.6731	0.1053	22.6163
1	0.9262	0.6531	0.1137	26.9837
1	0.9302	0.6331	0.1221	36.5837
1	0.9342	0.6131	0.1305	46.1837
1	0.9382	0.5931	0.1389	55.7837
1	0.9422	0.5731	0.1473	54.6163
1	0.9462	0.5531	0.1557	45.0163
1	0.9502	0.5331	0.1641	35.4163
1	0.9542	0.5131	0.1725	25.8163
1	0.9582	0.5069	0.1809	23.7837
1	0.9622	0.5269	0.1893	33.3837
1	0.9662	0.5469	0.1977	42.9837
1	0.9702	0.5669	0.2061	52.5837
1	0.9742	0.5869	0.2145	57.8163
1	0.9782	0.6069	0.2229	48.2163
1	0.9822	0.6269	0.2313	38.6163
1	0.9862	0.6469	0.2397	29.0163
1	0.9902	0.6669	0.2481	20.5837
1	0.9942	0.6869	0.2565	30.1837
1	0.9982	0.7069	0.2649	39.7837
1	0.9978	0.7269	0.2733	49.3837
1	0.9938	0.7469	0.2817	58.9837
1	0.9898	0.7669	0.2901	51.4163
1	0.9858	0.7869	0.2985	41.8163
1	0.9818	0.8069	0.2931	32.2163
1	0.9778	0.8269	0.2847	22.6163
1	0.971	1.4664	0.2646	58.5781
1	0.875	1.4564	0.2702	59.7781
1	0.779	1.4464	0.2758	59.0219
1	0.683	1.4364	0.2814	57.8219
1	0.613	1.4264	0.287	56.6219
1	0.709	1.4164	0.2926	55.4219
1	0.805	1.4064	0.2982	54.2219
1	0.901	1.3964	0.2962	53.0219
1	0.997	1.3864	0.2906	51.8219
1	0.907	1.3764	0.285	50.6219
1	0.811	1.3664	0.2794	49.4219
1	0.715	1.3564	0.2738	48.2219
1	0.619	1.3464	0.2682	47.0219
1	0.677	1.3364	0.2626	45.8219
1	0.773	1.3264	0.257	44.6219
1	0.869	1.3164	0.2514	43.4219
1	0.965	1.3064	0.2458	42.2219
1	0.939	1.2964	0.2402	41.0219
1	0.843	1.2864	0.2346	39.8219
1	0.747	1.2764	0.229	38.6219
1	0.651	1.2664	0.2234	37.4219
1	0.645	1.2564	0.2178	36.2219
1	0.741	1.2464	0.2122	35.0219
1	0.837	1.2364	0.2066	33.8219
1	0.933	1.2264	0.201	32.6219
1	0.971	1.2164	0.1954	31.4219
1	0.875	1.2064	0.1898	30.2219
1	0.779	1.1964	0.1842	29.0219
1	0.683	1.1864	0.1786	27.8219
1	0.613	1.1764	0.173	26.6219
1	0.709	1.1664	0.1674	25.4219
1	0.805	1.1564	0.1618	24.2219
1	0.901	1.1464	0.1562	23.0219
1	0.997	1.1364	0.1506	21.8219
1	0.907	1.1264	0.145	20.6219
1	0.811	1.1164	0.1394	20.5781
1	0.715	1.1064	0.1338	21.7781
1	0.619	1.0964	0.1282	22.9781
1	0.677	1.0864	0.1226	24.1781
1	0.773	1.0764	0.117	25.3781
1	0.869	1.0664	0.1114	26.5781
1	0.965	1.0564	0.1058	27.7781
1	0.939	1.0464	0.1002	28.9781
1	0.843	1.0364	0.0946	30.1781
1	0.747	1.0264	0.089	31.3781
1	0.651	1.0164	0.0834	32.5781
1	0.645	1.0064	0.0778	33.7781
1	0.741	0.9964	0.0722	34.9781
1	0.837	0.9864	0.0666	36.1781
1	0.933	0.9764	0.061	37.3781
1	0.971	0.9664	0.0554	38.5781
1	0.875	0.9564	0.0498	39.7781
1	0.779	0.9464	0.0442	40.9781
1	0.683	0.9364	0.0386	42.1781
1	0.613	0.9264	0.033	43.3781
1	0.709	0.9164	0.0274	44.5781
1	0.805	0.9064	0.0218	45.7781
1	0.901	0.8964	0.0238	46.9781
1	0.997	0.8864	0.0294	48.1781
1	0.907	0.8764	0.035	49.3781
1	0.811	0.8664	0.0406	50.5781
1	0.715	0.8564	0.0462	51.7781
1	0.619	0.8464	0.0518	52.9781
1	0.677	0.8364	0.0574	54.1781
1	0.773	0.8264	0.063	55.3781
1	0.869	0.8164	0.0686	56.5781
1	0.965	0.8064	0.0742	57.7781
1	0.939	0.7964	0.0798	58.9781
1	0.843	0.7864	0.0854	59.8219
1	0.747	0.7764	0.091	58.6219
1	0.651	0.7664	0.0966	57.4219
1	0.645	0.7564	0.1022	56.2219
1	0.741	0.7464	0.1078	55.0219
1	0.837	0.7364	0.1134	53.8219
1	0.933	0.7264	0.119	52.6219
1	0.971	0.7164	0.1246	51.4219
1	0.875	0.7064	0.1302	50.2219
1	0.779	0.6964	0.1358	49.0219
1	0.683	0.6864	0.1414	47.8219
1	0.613	0.6764	0.147	46.6219
1	0.709	0.6664	0.1526	45.4219
1	0.805	0.6564	0.1582	44.2219
1	0.901	0.6464	0.1638	43.0219
1	0.997	0.6364	0.1694	41.8219
1	0.907	0.6264	0.175	40.6219
1	0.811	0.6164	0.1806	39.4219
1	0.715	0.6064	0.1862	38.2219
1	0.619	0.5964	0.1918	37.0219
1	0.677	0.5864	0.1974	35.8219
1	0.773	0.5764	0.203	34.6219
1	0.869	0.5664	0.2086	33.4219
1	0.965	0.5564	0.2142	32.2219
1	0.939	0.5464	0.2198	31.0219
1	0.843	0.5364	0.2254	29.8219
1	0.747	0.5264	0.231	28.6219
1	0.651	0.5164	0.2366	27.4219
1	0.645	0.5064	0.2422	26.2219
1	0.741	0.5036	0.2478	25.0219
1	0.837	0.5136	0.2534	23.8219
1	0.933	0.5236	0.259	22.6219
1	0.971	0.5336	0.2646	21.4219
1	0.875	0.5436	0.2702	20.2219
1	0.779	0.5536	0.2758	20.9781
1	0.683	0.5636	0.2814	22.1781
1	0.613	0.5736	0.287	23.3781
1	0.709	0.5836	0.2926	24.5781
1	0.805	0.5936	0.2982	25.7781
1	0.901	0.6036	0.2962	26.9781
1	0.997	0.6136	0.2906	28.1781
1	0.907	0.6236	0.285	29.3781
1	0.811	0.6336	0.2794	30.5781
1	0.715	0.6436	0.2738	31.7781
1	0.619	0.6536	0.2682	32.9781
1	0.677	0.6636	0.2626	34.1781
1	0.773	0.6736	0.257	35.3781
1	0.869	0.6836	0.2514	36.5781
1	0.965	0.6936	0.2458	37.7781
1	0.939	0.7036	0.2402	38.9781
1	0.843	0.7136	0.2346	40.1781
1	0.747	0.7236	0.229	41.3781
1	0.651	0.7336	0.2234	42.5781
1	0.645	0.7436	0.2178	43.7781
1	0.741	0.7536	0.2122	44.9781
1	0.837	0.7636	0.2066	46.1781
1	0.933	0.7736	0.201	47.3781
1	0.971	0.7836	0.1954	48.5781
1	0.875	0.7936	0.1898	49.7781
1	0.779	0.8036	0.1842	50.9781
1	0.683	0.8136	0.1786	52.1781
1	0.613	0.8236	0.173	53.3781
1	0.709	0.8336	0.1674	54.5781
1	0.805	0.8436	0.1618	55.7781
1	0.901	0.8536	0.1562	56.9781
1	0.997	0.8636	0.1506	58.1781
1	0.907	0.8736	0.145	59.3781
1	0.811	0.8836	0.1394	59.4219
1	0.715	0.8936	0.1338	58.2219
1	0.619	0.9036	0.1282	57.0219
1	0.677	0.9136	0.1226	55.8219
1	0.773	0.9236	0.117	54.6219
1	0.869	0.9336	0.1114	53.4219
1	0.965	0.9436	0.1058	52.2219
1	0.939	0.9536	0.1002	51.0219
1	0.843	0.9636	0.0946	49.8219
1	0.747	0.9736	0.089	48.6219
1	0.651	0.9836	0.0834	47.4219
1	0.645	0.9936	0.0778	46.2219
1	0.741	1.0036	0.0722	45.0219
1	0.837	1.0136	0.0666	43.8219
1	0.933	1.0236	0.061	42.6219
1	0.971	1.0336	0.0554	41.4219
1	0.875	1.0436	0.0498	40.2219
1	0.779	1.0536	0.0442	39.0219
1	0.683	1.0636	0.0386	37.8219
1	0.613	1.0736	0.033	36.6219
1	0.709	1.0836	0.0274	35.4219
1	0.805	1.0936	0.0218	34.2219
1	0.901	1.1036	0.0238	33.0219
1	0.997	1.1136	0.0294	31.8219
1	0.907	1.1236	0.035	30.6219
1	0.811	1.1336	0.0406	29.4219
1	0.715	1.1436	0.0462	28.2219
1	0.619	1.1536	0.0518	27.0219
1	0.677	1.1636	0.0574	25.8219
1	0.773	1.1736	0.063	24.6219
1	0.869	1.1836	0.0686	23.4219
1	0.965	1.1936	0.0742	22.2219
1	0.939	1.2036	0.0798	21.0219
1	0.843	1.2136	0.0854	20.1781
1	0.747	1.2236	0.091	21.3781
1	0.651	1.2336	0.0966	22.5781
1	0.645	1.2436	0.1022	23.7781
1	0.741	1.2536	0.1078	24.9781
1	0.837	1.2636	0.1134	26.1781
1	0.933	1.2736	0.119	27.3781
1	0.971	1.2836	0.1246	28.5781
1	0.875	1.2936	0.1302	29.7781
1	0.779	1.3036	0.1358	30.9781
1	0.683	1.3136	0.1414	32.1781
1	0.613	1.3236	0.147	33.3781
1	0.709	1.3336	0.1526	34.5781
1	0.805	1.3436	0.1582	35.7781
1	0.901	1.3536	0.1638	36.9781
1	0.997	1.3636	0.1694	38.1781
1	0.907	1.3736	0.175	39.3781
1	0.811	1.3836	0.1806	40.5781
1	0.715	1.3936	0.1862	41.7781
1	0.619	1.4036	0.1918	42.9781
1	0.677	1.4136	0.1974	44.1781
1	0.773	1.4236	0.203	45.3781
1	0.869	1.4336	0.2086	46.5781
1	0.965	1.4436	0.2142	47.7781
1	0.939	1.4536	0.2198	48.9781
1	0.843	1.4636	0.2254	50.1781
1	0.747	1.4736	0.231	51.3781
1	0.651	1.4836	0.2366	52.5781
1	0.645	1.4936	0.2422	53.7781
1	0.741	1.4964	0.2478	54.9781
1	0.837	1.4864	0.2534	56.1781
1	0.933	1.4764	0.259	57.3781
1	0.9467	1.3946	0.2491	43.1997
1	0.9427	1.1546	0.2547	44.3997
1	0.9387	0.9146	0.2603	45.5997
1	0.9347	0.6746	0.2659	46.7997
1	0.9307	0.5654	0.2715	47.9997
1	0.9267	0.8054	0.2771	49.1997
1	0.9227	1.0454	0.2827	50.3997
1	0.9187	1.2854	0.2883	51.5997
1	0.9147	1.4746	0.2939	52.7997
1	0.9107	1.2346	0.2995	53.9997
1	0.9067	0.9946	0.2949	55.1997
1	0.9027	0.7546	0.2893	56.3997
1	0.8987	0.5146	0.2837	57.5997
1	0.8947	0.7254	0.2781	58.7997
1	0.8907	0.9654	0.2725	59.9997
1	0.8867	1.2054	0.2669	58.8003
1	0.8827	1.4454	0.2613	57.6003
1	0.8787	1.3146	0.2557	56.4003
1	0.8747	1.0746	0.2501	55.2003
1	0.8707	0.8346	0.2445	54.0003
1	0.8667	0.5946	0.2389	52.8003
1	0.8627	0.6454	0.2333	51.6003
1	0.8587	0.8854	0.2277	50.4003
1	0.8547	1.1254	0.2221	49.2003
1	0.8507	1.3654	0.2165	48.0003
1	0.8467	1.3946	0.2109	46.8003
1	0.8427	1.1546	0.2053	45.6003
1	0.8387	0.9146	0.1997	44.4003
1	0.8347	0.6746	0.1941	43.2003
1	0.8307	0.5654	0.1885	42.0003
1	0.8267	0.8054	0.1829	40.8003
1	0.8227	1.0454	0.1773	39.6003
1	0.8187	1.2854	0.1717	38.4003
1	0.8147	1.4746	0.1661	37.2003
1	0.8107	1.2346	0.1605	36.0003
1	0.8067	0.9946	0.1549	34.8003
1	0.8027	0.7546	0.1493	33.6003
1	0.7987	0.5146	0.1437	32.4003
1	0.7947	0.7254	0.1381	31.2003
1	0.7907	0.9654	0.1325	30.0003
1	0.7867	1.2054	0.1269	28.8003
1	0.7827	1.4454	0.1213	27.6003
1	0.7787	1.3146	0.1157	26.4003
1	0.7747	1.0746	0.1101	25.2003
1	0.7707	0.8346	0.1045	24.0003
1	0.7667	0.5946	0.0989	22.8003
1	0.7627	0.6454	0.0933	21.6003
1	0.7587	0.8854	0.0877	20.4003
1	0.7547	1.1254	0.0821	20.7997
1	0.7507	1.3654	0.0765	21.9997
1	0.7467	1.3946	0.0709	23.1997
1	0.7427	1.1546	0.0653	24.3997
1	0.7387	0.9146	0.0597	25.5997
1	0.7347	0.6746	0.0541	26.7997
1	0.7307	0.5654	0.0485	27.9997
1	0.7267	0.8054	0.0429	29.1997
1	0.7227	1.0454	0.0373	30.3997
1	0.7187	1.2854	0.0317	31.5997
1	0.7147	1.4746	0.0261	32.7997
1	0.7107	1.2346	0.0205	33.9997
1	0.7067	0.9946	0.0251	35.1997
1	0.7027	0.7546	0.0307	36.3997
1	0.6987	0.5146	0.0363	37.5997
1	0.6947	0.7254	0.0419	38.7997
1	0.6907	0.9654	0.0475	39.9997
1	0.6867	1.2054	0.0531	41.1997
1	0.6827	1.4454	0.0587	42.3997
1	0.6787	1.3146	0.0643	43.5997
1	0.6747	1.0746	0.0699	44.7997
1	0.6707	0.8346	0.0755	45.9997
1	0.6667	0.5946	0.0811	47.1997
1	0.6627	0.6454	0.0867	48.3997
1	0.6587	0.8854	0.0923	49.5997
1	0.6547	1.1254	0.0979	50.7997
1	0.6507	1.3654	0.1035	51.9997
1	0.6467	1.3946	0.1091	53.1997
1	0.6427	1.1546	0.1147	54.3997
1	0.6387	0.9146	0.1203	55.5997
1	0.6347	0.6746	0.1259	56.7997
1	0.6307	0.5654	0.1315	57.9997
1	0.6267	0.8054	0.1371	59.1997
1	0.6227	1.0454	0.1427	59.6003
1	0.6187	1.2854	0.1483	58.4003
1	0.6147	1.4746	0.1539	57.2003
1	0.6107	1.2346	0.1595	56.0003
1	0.6067	0.9946	0.1651	54.8003
1	0.6027	0.7546	0.1707	53.6003
1	0.6013	0.5146	0.1763	52.4003
1	0.6053	0.7254	0.1819	51.2003
1	0.6093	0.9654	0.1875	50.0003
1	0.6133	1.2054	0.1931	48.8003
1	0.6173	1.4454	0.1987	47.6003
1	0.6213	1.3146	0.2043	46.4003
1	0.6253	1.0746	0.2099	45.2003
1	0.6293	0.8346	0.2155	44.0003
1	0.6333	0.5946	0.2211	42.8003
1	0.6373	0.6454	0.2267	41.6003
1	0.6413	0.8854	0.2323	40.4003
1	0.6453	1.1254	0.2379	39.2003
1	0.6493	1.3654	0.2435	38.0003
1	0.6533	1.3946	0.2491	36.8003
1	0.6573	1.1546	0.2547	35.6003
1	0.6613	0.9146	0.2603	34.4003
1	0.6653	0.6746	0.2659	33.2003
1	0.6693	0.5654	0.2715	32.0003
1	0.6733	0.8054	0.2771	30.8003
1	0.6773	1.0454	0.2827	29.6003
1	0.6813	1.2854	0.2883	28.4003
1	0.6853	1.4746	0.2939	27.2003
1	0.6893	1.2346	0.2995	26.0003
1	0.6933	0.9946	0.2949	24.8003
1	0.6973	0.7546	0.2893	23.6003
1	0.7013	0.5146	0.2837	22.4003
1	0.7053	0.7254	0.2781	21.2003
1	0.7093	0.9654	0.2725	20.0003
1	0.7133	1.2054	0.2669	21.1997
1	0.7173	1.4454	0.2613	22.3997
1	0.7213	1.3146	0.2557	23.5997
1	0.7253	1.0746	0.2501	24.7997
1	0.7293	0.8346	0.2445	25.9997
1	0.7333	0.5946	0.2389	27.1997
1	0.7373	0.6454	0.2333	28.3997
1	0.7413	0.8854	0.2277	29.5997
1	0.7453	1.1254	0.2221	30.7997
1	0.7493	1.3654	0.2165	31.9997
1	0.7533	1.3946	0.2109	33.1997
1	0.7573	1.1546	0.2053	34.3997
1	0.7613	0.9146	0.1997	35.5997
1	0.7653	0.6746	0.1941	36.7997
1	0.7693	0.5654	0.1885	37.9997
1	0.7733	0.8054	0.1829	39.1997
1	0.7773	1.0454	0.1773	40.3997
1	0.7813	1.2854	0.1717	41.5997
1	0.7853	1.4746	0.1661	42.7997
1	0.7893	1.2346	0.1605	43.9997
1	0.7933	0.9946	0.1549	45.1997
1	0.7973	0.7546	0.1493	46.3997
1	0.8013	0.5146	0.1437	47.5997
1	0.8053	0.7254	0.1381	48.7997
1	0.8093	0.9654	0.1325	49.9997
1	0.8133	1.2054	0.1269	51.1997
1	0.8173	1.4454	0.1213	52.3997
1	0.8213	1.3146	0.1157	53.5997
1	0.8253	1.0746	0.1101	54.7997
1	0.8293	0.8346	0.1045	55.9997
1	0.8333	0.5946	0.0989	57.1997
1	0.8373	0.6454	0.0933	58.3997
1	0.8413	0.8854	0.0877	59.5997
1	0.8453	1.1254	0.0821	59.2003
1	0.8493	1.3654	0.0765	58.0003
1	0.8533	1.3946	0.0709	56.8003
1	0.8573	1.1546	0.0653	55.6003
1	0.8613	0.9146	0.0597	54.4003
1	0.8653	0.6746	0.0541	53.2003
1	0.8693	0.5654	0.0485	52.0003
1	0.8733	0.8054	0.0429	50.8003
1	0.8773	1.0454	0.0373	49.6003
1	0.8813	1.2854	0.0317	48.4003
1	0.8853	1.4746	0.0261	47.2003
1	0.8893	1.2346	0.0205	46.0003
1	0.8933	0.9946	0.0251	44.8003
1	0.8973	0.7546	0.0307	43.6003
1	0.9013	0.5146	0.0363	42.4003
1	0.9053	0.7254	0.0419	41.2003
1	0.9093	0.9654	0.0475	40.0003
1	0.9133	1.2054	0.0531	38.8003
1	0.9173	1.4454	0.0587	37.6003
1	0.9213	1.3146	0.0643	36.4003
1	0.9253	1.0746	0.0699	35.2003
1	0.9293	0.8346	0.0755	34.0003
1	0.9333	0.5946	0.0811	32.8003
1	0.9373	0.6454	0.0867	31.6003
1	0.9413	0.8854	0.0923	30.4003
1	0.9453	1.1254	0.0979	29.2003
1	0.9493	1.3654	0.1035	28.0003
1	0.9533	1.3946	0.1091	26.8003
1	0.9573	1.1546	0.1147	25.6003
1	0.9613	0.9146	0.1203	24.4003
1	0.9653	0.6746	0.1259	23.2003
1	0.9693	0.5654	0.1315	22.0003
1	0.9733	0.8054	0.1371	20.8003
1	0.9773	1.0454	0.1427	20.3997
1	0.9813	1.2854	0.1483	21.5997
1	0.9853	1.4746	0.1539	22.7997
1	0.9893	1.2346	0.1595	23.9997
1	0.9933	0.9946	0.1651	25.1997
1	0.9973	0.7546	0.1707	26.3997
1	0.9987	0.5146	0.1763	27.5997
1	0.9947	0.7254	0.1819	28.7997
1	0.9907	0.9654	0.1875	29.9997
1	0.9867	1.2054	0.1931	31.1997
1	0.9827	1.4454	0.1987	32.3997
1	0.9787	1.3146	0.2043	33.5997
1	0.9747	1.0746	0.2099	34.7997
1	0.9707	0.8346	0.2155	35.9997
1	0.9667	0.5946	0.2211	37.1997
1	0.9627	0.6454	0.2267	38.3997
1	0.9587	0.8854	0.2323	39.5997
1	0.9547	1.1254	0.2379	40.7997
1	0.9507	1.3654	0.2435	41.9997
1	0.975	0.6212	0.1456	33.1727
1	0.979	0.6412	0.0784	34.3727
1	0.983	0.6612	0.0288	35.5727
1	0.987	0.6812	0.096	36.7727
1	0.991	0.7012	0.1632	37.9727
1	0.995	0.7212	0.2304	39.1727
1	0.999	0.7412	0.2976	40.3727
1	0.997	0.7612	0.2352	41.5727
1	0.993	0.7812	0.168	42.7727
1	0.989	0.8012	0.1008	43.9727
1	0.985	0.8212	0.0336	45.1727
1	0.981	0.8412	0.0736	46.3727
1	0.977	0.8612	0.1408	47.5727
1	0.973	0.8812	0.208	48.7727
1	0.969	0.9012	0.2752	49.9727
1	0.965	0.9212	0.2576	51.1727
1	0.961	0.9412	0.1904	52.3727
1	0.957	0.9612	0.1232	53.5727
1	0.953	0.9812	0.056	54.7727
1	0.949	1.0012	0.0512	55.9727
1	0.945	1.0212	0.1184	57.1727
1	0.941	1.0412	0.1856	58.3727
1	0.937	1.0612	0.2528	59.5727
1	0.933	1.0812	0.28	59.2273
1	0.929	1.1012	0.2128	58.0273
1	0.925	1.1212	0.1456	56.8273
1	0.921	1.1412	0.0784	55.6273
1	0.917	1.1612	0.0288	54.4273
1	0.913	1.1812	0.096	53.2273
1	0.909	1.2012	0.1632	52.0273
1	0.905	1.2212	0.2304	50.8273
1	0.901	1.2412	0.2976	49.6273
1	0.897	1.2612	0.2352	48.4273
1	0.893	1.2812	0.168	47.2273
1	0.889	1.3012	0.1008	46.0273
1	0.885	1.3212	0.0336	44.8273
1	0.881	1.3412	0.0736	43.6273
1	0.877	1.3612	0.1408	42.4273
1	0.873	1.3812	0.208	41.2273
1	0.869	1.4012	0.2752	40.0273
1	0.865	1.4212	0.2576	38.8273
1	0.861	1.4412	0.1904	37.6273
1	0.857	1.4612	0.1232	36.4273
1	0.853	1.4812	0.056	35.2273
1	0.849	1.4988	0.0512	34.0273
1	0.845	1.4788	0.1184	32.8273
1	0.841	1.4588	0.1856	31.6273
1	0.837	1.4388	0.2528	30.4273
1	0.833	1.4188	0.28	29.2273
1	0.829	1.3988	0.2128	28.0273
1	0.825	1.3788	0.1456	26.8273
1	0.821	1.3588	0.0784	25.6273
1	0.817	1.3388	0.0288	24.4273
1	0.813	1.3188	0.096	23.2273
1	0.809	1.2988	0.1632	22.0273
1	0.805	1.2788	0.2304	20.8273
1	0.801	1.2588	0.2976	20.3727
1	0.797	1.2388	0.2352	21.5727
1	0.793	1.2188	0.168	22.7727
1	0.789	1.1988	0.1008	23.9727
1	0.785	1.1788	0.0336	25.1727
1	0.781	1.1588	0.0736	26.3727
1	0.777	1.1388	0.1408	27.5727
1	0.773	1.1188	0.208	28.7727
1	0.769	1.0988	0.2752	29.9727
1	0.765	1.0788	0.2576	31.1727
1	0.761	1.0588	0.1904	32.3727
1	0.757	1.0388	0.1232	33.5727
1	0.753	1.0188	0.056	34.7727
1	0.749	0.9988	0.0512	35.9727
1	0.745	0.9788	0.1184	37.1727
1	0.741	0.9588	0.1856	38.3727
1	0.737	0.9388	0.2528	39.5727
1	0.733	0.9188	0.28	40.7727
1	0.729	0.8988	0.2128	41.9727
1	0.725	0.8788	0.1456	43.1727
1	0.721	0.8588	0.0784	44.3727
1	0.717	0.8388	0.0288	45.5727
1	0.713	0.8188	0.096	46.7727
1	0.709	0.7988	0.1632	47.9727
1	0.705	0.7788	0.2304	49.1727
1	0.701	0.7588	0.2976	50.3727
1	0.697	0.7388	0.2352	51.5727
1	0.693	0.7188	0.168	52.7727
1	0.689	0.6988	0.1008	53.9727
1	0.685	0.6788	0.0336	55.1727
1	0.681	0.6588	0.0736	56.3727
1	0.677	0.6388	0.1408	57.5727
1	0.673	0.6188	0.208	58.7727
1	0.669	0.5988	0.2752	59.9727
1	0.665	0.5788	0.2576	58.8273
1	0.661	0.5588	0.1904	57.6273
1	0.657	0.5388	0.1232	56.4273
1	0.653	0.5188	0.056	55.2273
1	0.649	0.5012	0.0512	54.0273
1	0.645	0.5212	0.1184	52.8273
1	0.641	0.5412	0.1856	51.6273
1	0.637	0.5612	0.2528	50.4273
1	0.633	0.5812	0.28	49.2273
1	0.629	0.6012	0.2128	48.0273
1	0.625	0.6212	0.1456	46.8273
1	0.621	0.6412	0.0784	45.6273
1	0.617	0.6612	0.0288	44.4273
1	0.613	0.6812	0.096	43.2273
1	0.609	0.7012	0.1632	42.0273
1	0.605	0.7212	0.2304	40.8273
1	0.601	0.7412	0.2976	39.6273
1	0.603	0.7612	0.2352	38.4273
1	0.607	0.7812	0.168	37.2273
1	0.611	0.8012	0.1008	36.0273
1	0.615	0.8212	0.0336	34.8273
1	0.619	0.8412	0.0736	33.6273
